Type,Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Year,Deaths,Population,Crude Rate,Age-Adjusted Rate
Unitentional,Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Unintentional Firearm,2013,P,2899961,.,.
Unitentional,Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,2938671,.,.
Unitentional,Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,2984917,.,.
Unitentional,Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,3044321,.,.
Unitentional,Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,3101833,.,.
Unitentional,Both Sexes,All Races,Utah,Both,All Ages,1999,2017,Unintentional Firearm,,53,50188606,0.11,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,1999,P,604687,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2000,P,609876,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2001,P,612223,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2002,P,615442,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2003,P,617858,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2004,P,619920,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2005,P,621215,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2006,P,622892,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2007,P,623481,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2008,P,624151,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2009,P,624817,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2010,P,625741,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2011,P,626210,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2012,P,625606,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2013,P,626044,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,625665,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,624455,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,623354,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,623657,.,.
Unitentional,Both Sexes,All Races,Vermont,Both,All Ages,1999,2017,Unintentional Firearm,,19,11797294,0.16,.
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,1999,24,7000176,0.34,0.340574222
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2000,15,7104354,0.21,0.208052612
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2001,13,7198362,0.18,0.179085172
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2002,18,7286873,0.25,0.241747009
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2003,12,7366977,0.16,0.165000356
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2004,16,7475575,0.21,0.210911035
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2005,P,7577105,.,.
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2006,13,7673725,0.17,0.166404742
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2007,10,7751000,0.13,0.127130602
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2008,11,7833496,0.14,0.132499207
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2009,13,7925937,0.16,0.178066632
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2010,13,8001043,0.16,0.16061596
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2011,11,8107548,0.14,0.143317582
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2012,11,8188656,0.13,0.130784405
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2013,10,8261689,0.12,0.114791045
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2014,12,8316902,0.14,0.143462144
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2015,14,8366767,0.17,0.178595342
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,8414380,.,.
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,8470020,.,.
Unitentional,Both Sexes,All Races,Virginia,Both,All Ages,1999,2017,Unintentional Firearm,,236,148320585,0.16,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,1999,12,5842565,0.21,0.20171382
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2000,P,5911104,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2001,P,5985722,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2002,P,6052349,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2003,P,6104115,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2004,12,6178645,0.19,0.184988515
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2005,10,6257305,0.16,0.162479601
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2006,P,6370753,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2007,P,6461587,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2008,P,6562231,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2009,P,6667426,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2010,P,6724545,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2011,P,6819155,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2012,P,6890899,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2013,11,6963410,0.16,0.161259137
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,7046931,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,7152818,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,7280934,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,7405743,.,.
Unitentional,Both Sexes,All Races,Washington,Both,All Ages,1999,2017,Unintentional Firearm,,133,124678237,0.11,.
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,1999,11,1811801,0.61,0.580627988
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2000,P,1806977,.,.
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2001,12,1801481,0.67,0.62358947
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2002,12,1805414,0.66,0.682650844
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2003,10,1812295,0.55,0.510434508
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2004,P,1816438,.,.
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2005,13,1820492,0.71,0.699784747
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2006,13,1827912,0.71,0.684300993
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2007,13,1834052,0.71,0.682625254
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2008,26,1840310,1.41,1.435665382
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2009,16,1847775,0.87,0.821426583
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2010,10,1853006,0.54,0.545775782
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2011,P,1854891,.,.
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2012,P,1855360,.,.
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2013,P,1852333,.,.
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,1847624,.,.
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,1839767,.,.
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,1828637,.,.
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,1815857,.,.
Unitentional,Both Sexes,All Races,West Virginia,Both,All Ages,1999,2017,Unintentional Firearm,,169,34772422,0.49,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,1999,15,5332666,0.28,0.276480333
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2000,13,5374133,0.24,0.239299201
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2001,15,5406835,0.28,0.270742636
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2002,P,5445162,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2003,11,5479203,0.2,0.206090674
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2004,P,5514026,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2005,P,5546166,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2006,P,5577655,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2007,P,5610775,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2008,P,5640996,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2009,P,5669264,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2010,P,5687288,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2011,P,5705812,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2012,P,5721075,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2013,10,5736673,0.17,0.172366973
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,5751272,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,5759744,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,5772917,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,5795483,.,.
Unitentional,Both Sexes,All Races,Wisconsin,Both,All Ages,1999,2017,Unintentional Firearm,,145,106527145,0.14,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,1999,P,491780,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2000,P,493963,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2001,P,494657,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2002,P,500017,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2003,P,503453,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2004,P,509106,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2005,P,514157,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2006,P,522667,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2007,P,534876,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2008,P,546043,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2009,P,559851,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2010,P,563767,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2011,P,567602,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2012,P,576608,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2013,P,582341,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,583334,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,586102,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,584910,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,579315,.,.
Unitentional,Both Sexes,All Races,Wyoming,Both,All Ages,1999,2017,Unintentional Firearm,,53,10294549,0.51,.
Unitentional,Both Sexes,All Races,,Both,All Ages,1999,2017,Unintentional Firearm,,11914,5762130405,0.21,.
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,1999,435,4430143,9.82,9.742026209
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2000,427,4451687,9.59,9.531405878
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2001,387,4467634,8.66,8.562282005
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2002,381,4480089,8.5,8.441668951
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2003,399,4503491,8.86,8.672119866
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2004,375,4530729,8.28,8.003367625
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2005,369,4569805,8.07,7.8246457
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2006,400,4628981,8.64,8.417901124
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2007,396,4672840,8.47,8.165460628
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2008,424,4718206,8.99,8.739157508
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2009,479,4757938,10.07,9.630302474
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2010,454,4780135,9.5,9.24036797
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2011,452,4798649,9.42,8.956966142
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2012,500,4813946,10.39,9.982092003
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2013,504,4827660,10.44,9.827144953
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2014,479,4840037,9.9,9.527505312
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2015,528,4850858,10.88,10.36849919
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2016,550,4860545,11.32,10.70664182
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,2017,573,4874747,11.75,11.00653991
Suicide,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Suicide Firearm,,8512,88858120,9.58,.
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,1999,55,624781,8.8,10.51670218
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2000,96,627428,15.3,14.93962506
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2001,65,633714,10.26,10.30641333
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2002,92,642337,14.32,14.79252609
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2003,79,648414,12.18,13.19570734
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2004,94,659286,14.26,14.1853504
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2005,87,666946,13.04,13.42752844
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2006,79,675302,11.7,12.05547942
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2007,94,680300,13.82,14.57148453
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2008,116,687455,16.87,17.1181622
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2009,79,698895,11.3,10.92945894
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2010,107,710249,15.07,15.43297234
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2011,99,722259,13.71,13.50114332
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2012,98,730825,13.41,13.26884471
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2013,120,736760,16.29,16.645703
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2014,115,736759,15.61,15.31853719
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2015,123,737979,16.67,16.51401424
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2016,113,741522,15.24,14.43854702
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,2017,119,739795,16.09,16.16546389
Suicide,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Suicide Firearm,,1830,13101006,13.97,.
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,1999,476,5023824,9.47,9.595916326
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2000,489,5166810,9.46,9.610383884
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2001,468,5273477,8.87,8.995795623
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2002,559,5396255,10.36,10.39769801
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2003,486,5510364,8.82,8.883083286
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2004,509,5652404,9.01,9.060945406
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2005,514,5839077,8.8,8.827771552
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2006,563,6029141,9.34,9.272948546
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2007,552,6167681,8.95,8.928846771
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2008,540,6280362,8.6,8.450015542
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2009,605,6343154,9.54,9.436973788
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2010,620,6392309,9.7,9.53388334
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2011,674,6465488,10.42,10.11226835
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2012,663,6544211,10.13,9.689217892
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2013,655,6616124,9.9,9.678343933
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2014,683,6706435,10.18,9.687381979
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2015,707,6802262,10.39,9.866194991
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2016,755,6908642,10.93,10.19572235
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,2017,792,7016270,11.29,10.63472452
Suicide,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Suicide Firearm,,11310,116134290,9.74,.
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,1999,234,2651860,8.82,8.753554904
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2000,244,2678217,9.11,8.98549691
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2001,274,2691571,10.18,10.10625132
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2002,257,2705927,9.5,9.429995907
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2003,258,2724816,9.47,9.246298257
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2004,232,2749686,8.44,8.259214106
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2005,262,2781097,9.42,9.235645033
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2006,247,2821761,8.75,8.690825463
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2007,244,2848650,8.57,8.421859407
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2008,275,2874554,9.57,9.37025624
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2009,285,2896843,9.84,9.580099921
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2010,266,2916031,9.12,9.003386823
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2011,299,2938640,10.17,10.20311715
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2012,307,2949208,10.41,10.13142444
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2013,322,2956780,10.89,10.51568675
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2014,323,2964800,10.89,10.38277949
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2015,342,2975626,11.49,10.79639259
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2016,331,2988231,11.08,10.38306021
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,2017,392,3004279,13.05,12.41307249
Suicide,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Suicide Firearm,,5394,54118577,9.97,.
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,1999,1532,33499204,4.57,4.866071593
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2000,1487,33998767,4.37,4.644263172
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2001,1450,34479458,4.21,4.453987845
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2002,1490,34871843,4.27,4.501102918
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2003,1505,35253159,4.27,4.441826349
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2004,1366,35574576,3.84,4.001134859
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2005,1329,35827943,3.71,3.838516037
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2006,1319,36021202,3.66,3.737158857
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2007,1422,36250311,3.92,3.961213964
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2008,1478,36604337,4.04,4.049389348
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2009,1519,36961229,4.11,4.072097174
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2010,1492,37254518,4,3.965871688
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2011,1564,37672654,4.15,4.061141936
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2012,1549,38019006,4.07,3.990502881
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2013,1571,38347383,4.1,3.95442312
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2014,1582,38701278,4.09,3.911766098
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2015,1559,39032444,3.99,3.798140102
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2016,1595,39296476,4.06,3.860439655
Suicide,Both Sexes,All Races,California,Both,All Ages,1999,2017,Suicide Firearm,2017,1610,39536653,4.07,3.841230997
