Type,Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Year,Deaths,Population,Crude Rate,Age-Adjusted Rate
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,1999,51,4430143,1.15,1.15722772
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2000,34,4451687,0.76,0.76222845
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2001,41,4467634,0.92,0.926071313
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2002,45,4480089,1,0.997164737
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2003,38,4503491,0.84,0.82537211
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2004,31,4530729,0.68,0.689063708
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2005,37,4569805,0.81,0.795037354
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2006,37,4628981,0.8,0.794516544
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2007,24,4672840,0.51,0.524979731
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2008,32,4718206,0.68,0.685574104
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2009,28,4757938,0.59,0.58715909
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2010,35,4780135,0.73,0.757673881
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2011,25,4798649,0.52,0.519361411
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2012,14,4813946,0.29,0.260749437
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2013,25,4827660,0.52,0.529779291
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2014,29,4840037,0.6,0.624396769
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2015,20,4850858,0.41,0.415876691
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2016,21,4860545,0.43,0.418854334
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,2017,21,4874747,0.43,0.436723848
Unitentional,Both Sexes,All Races,Alabama,Both,All Ages,1999,2017,Unintentional Firearm,,588,88858120,0.66,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,1999,P,624781,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2000,P,627428,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2001,P,633714,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2002,P,642337,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2003,P,648414,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2004,P,659286,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2005,P,666946,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2006,P,675302,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2007,P,680300,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2008,P,687455,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2009,P,698895,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2010,P,710249,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2011,P,722259,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2012,P,730825,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2013,P,736760,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,736759,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,737979,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,741522,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,739795,.,.
Unitentional,Both Sexes,All Races,Alaska,Both,All Ages,1999,2017,Unintentional Firearm,,49,13101006,0.37,.
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,1999,17,5023824,0.34,0.336601498
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2000,14,5166810,0.27,0.270829307
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2001,16,5273477,0.3,0.306764896
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2002,25,5396255,0.46,0.456613619
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2003,12,5510364,0.22,0.214329987
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2004,14,5652404,0.25,0.259086694
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2005,15,5839077,0.26,0.264915908
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2006,P,6029141,.,.
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2007,14,6167681,0.23,0.226576964
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2008,11,6280362,0.18,0.174899455
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2009,P,6343154,.,.
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2010,12,6392309,0.19,0.186062296
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2011,P,6465488,.,.
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2012,P,6544211,.,.
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2013,P,6616124,.,.
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,6706435,.,.
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,6802262,.,.
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,6908642,.,.
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,7016270,.,.
Unitentional,Both Sexes,All Races,Arizona,Both,All Ages,1999,2017,Unintentional Firearm,,213,116134290,0.18,.
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,1999,24,2651860,0.91,0.910095135
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2000,19,2678217,0.71,0.71162009
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2001,19,2691571,0.71,0.695815674
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2002,22,2705927,0.81,0.789363253
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2003,18,2724816,0.66,0.652642594
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2004,16,2749686,0.58,0.566994668
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2005,14,2781097,0.5,0.522331562
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2006,12,2821761,0.43,0.413513353
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2007,21,2848650,0.74,0.763598906
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2008,17,2874554,0.59,0.595869468
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2009,14,2896843,0.48,0.495269148
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2010,14,2916031,0.48,0.464508794
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2011,11,2938640,0.37,0.355607881
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2012,10,2949208,0.34,0.31052247
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2013,15,2956780,0.51,0.474172413
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,2964800,.,.
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2015,17,2975626,0.57,0.572630361
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2016,11,2988231,0.37,0.373271799
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,2017,19,3004279,0.63,0.675403589
Unitentional,Both Sexes,All Races,Arkansas,Both,All Ages,1999,2017,Unintentional Firearm,,S,54118577,.,.
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,1999,47,33499204,0.14,0.136903202
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2000,66,33998767,0.19,0.191316004
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2001,97,34479458,0.28,0.279620082
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2002,44,34871843,0.13,0.122874491
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2003,68,35253159,0.19,0.188766786
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2004,50,35574576,0.14,0.137270904
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2005,146,35827943,0.41,0.401280331
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2006,68,36021202,0.19,0.181353054
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2007,43,36250311,0.12,0.113617525
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2008,37,36604337,0.1,0.098955162
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2009,31,36961229,0.08,0.079717852
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2010,24,37254518,0.06,0.06394833
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2011,26,37672654,0.07,0.069511326
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2012,30,38019006,0.08,0.076113433
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2013,35,38347383,0.09,0.086741773
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2014,23,38701278,0.06,0.059022924
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2015,29,39032444,0.07,0.070837668
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2016,36,39296476,0.09,0.086141342
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,2017,38,39536653,0.1,0.095718825
Unitentional,Both Sexes,All Races,California,Both,All Ages,1999,2017,Unintentional Firearm,,938,697202441,0.13,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,1999,P,4226018,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2000,P,4327788,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2001,10,4425687,0.23,0.236486132
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2002,P,4490406,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2003,P,4528732,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2004,P,4575013,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2005,P,4631888,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2006,P,4720423,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2007,P,4803868,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2008,P,4889730,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2009,P,4972195,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2010,P,5029325,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2011,12,5116411,0.23,0.24157057
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2012,11,5186330,0.21,0.226387811
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2013,P,5262556,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,5342311,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,5440445,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2016,11,5530105,0.2,0.18934278
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,5607154,.,.
Unitentional,Both Sexes,All Races,Colorado,Both,All Ages,1999,2017,Unintentional Firearm,,127,93106385,0.14,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,1999,P,3386401,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2000,P,3411714,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2001,P,3432835,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2002,P,3458749,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2003,P,3484336,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2004,P,3496094,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2005,P,3506956,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2006,P,3517460,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2007,P,3527270,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2008,P,3545579,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2009,P,3561807,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2010,P,3574114,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2011,P,3591927,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2012,P,3597705,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2013,P,3602470,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,3600188,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,3593862,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,3587685,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,3588184,.,.
Unitentional,Both Sexes,All Races,Connecticut,Both,All Ages,1999,2017,Unintentional Firearm,,45,67065336,0.07,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,1999,P,774990,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2000,P,786404,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2001,P,795699,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2002,P,806169,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2003,P,818003,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2004,P,830803,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2005,P,845150,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2006,P,859268,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2007,P,871749,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2008,P,883874,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2009,P,891730,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2010,P,897936,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2011,P,907884,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2012,P,916868,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2013,P,925114,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,934805,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,944107,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,952698,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,961939,.,.
Unitentional,Both Sexes,All Races,Delaware,Both,All Ages,1999,2017,Unintentional Firearm,,17,16605190,0.1,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,1999,P,570220,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2000,P,571723,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2001,P,574504,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2002,P,573158,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2003,P,568502,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2004,P,567754,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2005,P,567136,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2006,P,570681,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2007,P,574404,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2008,P,580236,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2009,P,592228,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2010,P,601766,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2011,P,620336,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2012,P,635630,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2013,P,650114,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2014,P,660797,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2015,P,672736,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2016,P,684336,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,2017,P,693972,.,.
Unitentional,Both Sexes,All Races,District of Columbia,Both,All Ages,1999,2017,Unintentional Firearm,,20,11530233,0.17,.
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,1999,14,15759421,0.09,0.094088711
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2000,13,16047246,0.08,0.086980575
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2001,23,16356966,0.14,0.139547116
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2002,26,16689370,0.16,0.157060953
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2003,27,17004085,0.16,0.164042572
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2004,21,17415318,0.12,0.123854086
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2005,23,17842038,0.13,0.131069436
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2006,25,18166990,0.14,0.140525971
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2007,16,18367842,0.09,0.08667321
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2008,21,18527305,0.11,0.116565588
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2009,23,18652644,0.12,0.123359588
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2010,15,18804594,0.08,0.078035261
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2011,30,19097369,0.16,0.158067306
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2012,22,19341327,0.11,0.114772512
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2013,22,19584927,0.11,0.104594309
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2014,29,19897747,0.15,0.131771216
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2015,30,20268567,0.15,0.143413621
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2016,13,20656589,0.06,0.066698746
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,2017,20,20984400,0.1,0.106194696
Unitentional,Both Sexes,All Races,Florida,Both,All Ages,1999,2017,Unintentional Firearm,,413,349464745,0.12,.
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,1999,18,8045966,0.22,0.224545783
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2000,39,8230053,0.47,0.461037643
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2001,23,8377038,0.27,0.267728538
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2002,19,8508256,0.22,0.226808389
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2003,12,8622793,0.14,0.143961214
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2004,24,8769252,0.27,0.278269289
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2005,16,8925922,0.18,0.172832326
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2006,20,9155813,0.22,0.230479333
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2007,25,9349988,0.27,0.274383
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2008,31,9504843,0.33,0.327646579
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2009,27,9620846,0.28,0.297350215
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2010,42,9688690,0.43,0.438510304
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2011,27,9810595,0.28,0.280288184
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2012,36,9911171,0.36,0.355792828
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2013,24,9981773,0.24,0.24703995
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2014,29,10083850,0.29,0.287732865
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2015,21,10199533,0.21,0.204085678
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2016,21,10313620,0.2,0.203919678
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,2017,21,10429379,0.2,0.193088314
Unitentional,Both Sexes,All Races,Georgia,Both,All Ages,1999,2017,Unintentional Firearm,,475,177529381,0.27,.
Unitentional,Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Unintentional Firearm,1999,P,1210300,.,.
Unitentional,Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Unintentional Firearm,2000,P,1211479,.,.
Unitentional,Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Unintentional Firearm,2001,P,1225948,.,.
Unitentional,Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Unintentional Firearm,2002,P,1239613,.,.
Unitentional,Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Unintentional Firearm,2003,P,1251154,.,.
Unitentional,Both Sexes,All Races,Hawaii,Both,All Ages,1999,2017,Unintentional Firearm,2004,P,1273569,.,.
