"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","43","2283715","1.88","1.87126714485844"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","33","2324815","1.42","1.3571882631313"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","40","2360137","1.69","1.63653924690929"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","35","2401580","1.46","1.4973568880294"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","34","2457719","1.38","1.34282451451727"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","31","2525507","1.23","1.2274312640617"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","52","2597746","2","1.9315638813469"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","31","2663029","1.16","1.29424742680155"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","37","2723421","1.36","1.41695983241728"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","33","2763889","1.19","1.28428364761609"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","37","2815430","1.31","1.44052553636783"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","33","2854222","1.16","1.18588762602362"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","38","2899961","1.31","1.3891428442379"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","50","2938671","1.7","1.75920249680042"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","49","2984917","1.64","1.6059037585538"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","55","3044321","1.81","1.75957753155773"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","59","3101833","1.9","1.92692427857148"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","743","50188606","1.48","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","P","604687",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","P","609876",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","P","612223",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","P","615442",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","P","617858",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","P","619920",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","P","621215",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","P","622892",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","P","623481",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","P","624151",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","P","624817",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","P","625741",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","P","626210",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","P","625606",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","P","626044",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","P","625665",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","11","624455","1.76","1.76641532822138"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","P","623354",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","P","623657",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","125","11797294","1.06","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","289","7000176","4.13","4.02193335836297"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","289","7104354","4.07","3.95371909639813"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","285","7198362","3.96","3.87256934483835"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","292","7286873","4.01","3.94152031843643"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","342","7366977","4.64","4.53948707920757"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","302","7475575","4.04","3.98049991591108"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","361","7577105","4.76","4.68138746838378"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","298","7673725","3.88","3.80658070520811"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","321","7751000","4.14","4.03933755177988"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","262","7833496","3.34","3.2981167980983"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","288","7925937","3.63","3.62830939985472"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","282","8001043","3.52","3.49145704497001"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","246","8107548","3.03","3.03300872415894"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","236","8188656","2.88","2.8574059899835"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","242","8261689","2.93","2.90541772150043"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","247","8316902","2.97","2.98363096409004"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","288","8366767","3.44","3.45369830928015"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","364","8414380","4.33","4.40869186841819"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","358","8470020","4.23","4.21863190196166"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","5592","148320585","3.77","."
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","116","5842565","1.99","1.95226560954802"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","116","5911104","1.96","1.92352165409898"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","112","5985722","1.87","1.84552308550515"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","118","6052349","1.95","1.90511556692229"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","117","6104115","1.92","1.86764103408205"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","130","6178645","2.1","2.07320246362214"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","153","6257305","2.45","2.38049963704761"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","132","6370753","2.07","2.02835118152179"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","130","6461587","2.01","2.01150879660553"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","136","6562231","2.07","2.06767026479714"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","140","6667426","2.1","2.0890383967365"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","129","6724545","1.92","1.93653418475146"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","114","6819155","1.67","1.68929166013165"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","143","6890899","2.08","2.09271416907509"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","135","6963410","1.94","1.91819502319791"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","142","7046931","2.02","2.06910159902241"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","175","7152818","2.45","2.51169604065916"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","165","7280934","2.27","2.26961369029781"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","196","7405743","2.65","2.69951687575113"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","2599","124678237","2.08","."
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","63","1811801","3.48","3.54214942273924"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","59","1806977","3.27","3.27670833974794"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","41","1801481","2.28","2.25479105501046"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","67","1805414","3.71","3.80056831483904"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","61","1812295","3.37","3.4702075547501"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","55","1816438","3.03","3.08828420353129"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","58","1820492","3.19","3.35678016232341"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","59","1827912","3.23","3.31463278540108"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","47","1834052","2.56","2.73070269100967"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","40","1840310","2.17","2.34572094454164"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","57","1847775","3.08","3.24534864175894"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","51","1853006","2.75","2.94137944042425"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","67","1854891","3.61","3.76572178023599"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","75","1855360","4.04","4.51475825257096"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","50","1852333","2.7","2.7348486932221"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","65","1847624","3.52","3.77171375279625"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","58","1839767","3.15","3.35620898585412"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","89","1828637","4.87","5.1490683779555"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","74","1815857","4.08","4.36605127014228"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","1136","34772422","3.27","."
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","131","5332666","2.46","2.42426347131255"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","115","5374133","2.14","2.1225796774359"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","139","5406835","2.57","2.56087833064679"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","130","5445162","2.39","2.39568916871459"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","146","5479203","2.66","2.67198223446195"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","95","5514026","1.72","1.71170262904113"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","163","5546166","2.94","2.96296096618699"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","119","5577655","2.13","2.12629153403442"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","138","5610775","2.46","2.45986348156588"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","89","5640996","1.58","1.63907575077478"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","107","5669264","1.89","1.95913568198284"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","115","5687288","2.02","2.06561758053653"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","89","5705812","1.56","1.65767484190853"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","132","5721075","2.31","2.43279304450268"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","122","5736673","2.13","2.18948001888787"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","127","5751272","2.21","2.28459432407691"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","180","5759744","3.13","3.26785862305582"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","196","5772917","3.4","3.70311069334801"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","175","5795483","3.02","3.21414026213637"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","2508","106527145","2.35","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","P","491780",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","P","493963",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","P","494657",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","P","500017",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","P","503453",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","P","509106",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","11","514157","2.14","2.09525259593808"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","P","522667",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","P","534876",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","P","546043",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","10","559851","1.79","1.87230720748363"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","P","563767",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","12","567602","2.11","2.17119086427777"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","P","576608",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","P","582341",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","11","583334","1.89","1.85209174405181"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","14","586102","2.39","2.32145442717949"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","11","584910","1.88","2.05037733110333"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","P","579315",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","159","10294549","1.54","."
"Both Sexes","All Races","","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","235014","5762130405","4.08","."
